empty;ID_INNPACT;IM;POOL;NOVAL;STATUS;MFI_NAME_ACTUAL;GROUP_NAME;ID_MFI;ORIGINAL_NOMINAL_AMOUNT_USD;APPROVED_NOMINAL_AMOUNT_USD;RATIFIED_NOMINAL_AMOUNT_USD;NOMINAL_AMOUNT_USD;ORIGINAL_NOMINAL_LOCAL_CCY;APPROVED_NOMINAL_LOCAL_CCY;RATIFIED_NOMINAL_LOCAL_CCY;NOMINAL_LOCAL_CCY;LOCAL_CCY;ORIGINAL_TENOR;APPROVED_TENOR;RATIFIED_TENOR;TENOR;PROPOSED_SPREAD;PROPOSED_UPFRONT;PROPOSED_FIXED_RATE;RATIFIED_SPREAD;RATIFIED_UPFRONT;RATIFIED_FIXED_RATE;APPROVED_SPREAD;APPROVED_UPFRONT;APPROVED_FIXED_RATE;EXECUTED_SPREAD;EXECUTED_UPFRONT;EXECUTED_FIXED_RATE;BOND;ASSIGNMENT_DATE;DEADLINE_ASSIGNMENT_DATE;RATIFICATION_DATE;DEADLINE_RATIFICATION_DATE;APPROVAL_DATE;DEADLINE_APPROVAL_DATE;DISBURSEMENT_DATE;EXPECTED_DISBURSEMENT_DATE;MATURITY_DATE;REPAYMENT_TYPE;INTEREST_RATE_TYPE;INTEREST_FRENQUENCY;REFERENCE_RATE;PROBABILITIES;TYPE_OF_LOAN;TRANCHE;Parent Loan Noval;NOMINAL_ACP;TYPE_HEDGE_STUCTURE;SPECIFIC_APPROVAL_CONDITION;FX_RATE_AT_DISBURSEMENT;TOTAL_SYNDICATION_AMOUNT;IS_IT_A_BANK;ARCHIVES_STATUS;CRITICAL_CASES;CREATION_DATE;CREATED_BY;MODIFICATION_DATE;MODIFIED_BY;InstitutionType;OtherInstitutionType;Restructured;Provisioned;Watch listed;;;;;;;;;;;;;;;;;;;;
;42623;rA;Global;146831;Matured;Banco Popular;-;4820;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;47175800.0000000000000;47175800.0000000000000;47175800.0000000000000;47175800.0000000000000;HNL;30;30;30;30;4.50;1.00;12.50;4.50;1.00;12.50;4.50;1.00;12.50;5.09;1.00;12.50;Direct;10-10-17;08-01-18;21-09-17;21-12-17;20-11-17;18-02-18;11-12-17;11-12-17;11-06-20;BULLET;Fixed;0;;50.00;New;;;;Fixed hedged to LIBOR;;23.58790000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;Bank;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42625;rA;Global;142;Matured;Banco Procredit Ecuador;ProCredit;4821;9000000.0000000000000;9000000.0000000000000;9000000.0000000000000;9000000.0000000000000;9000000.0000000000000;9000000.0000000000000;9000000.0000000000000;9000000.0000000000000;USD;24;24;24;24;3.50;0.00;0.00;3.50;0.00;0.00;3.50;0.00;0.00;3.50;0.00;0.00;Direct;15-02-10;16-05-10;21-03-09;21-06-09;20-05-09;18-08-09;20-05-09;20-05-09;20-05-11;BULLET;Floating;0;;75.00;New;;;;NO HEDGE - USD Libor;;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42639;rA;Global;154;Matured;Banco Solidario;-;4829;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;USD;36;36;36;36;5.35;0.00;0.00;5.66;0.00;0.00;5.35;0.00;0.00;5.66;0.00;0.00;Direct;15-03-13;13-06-13;23-03-13;23-06-13;22-05-13;20-08-13;24-06-13;24-06-13;24-06-16;BULLET;Floating;0;;75.00;Add.Exp.;;;;NO HEDGE - USD Libor;;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;Bank;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42640;rA;Global;157;Matured;Banco Solidario;-;4829;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;USD;36;36;36;36;5.35;0.00;0.00;5.89;0.00;0.00;5.35;0.00;0.00;5.89;0.00;0.00;Direct;15-03-13;13-06-13;23-03-13;23-06-13;22-05-13;20-08-13;27-05-13;27-05-13;27-05-16;BULLET;Floating;0;;75.00;Renewal;;;;NO HEDGE - USD Libor;Approved with CAR 12%;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;Bank;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42641;rA;Global;156;Matured;Banco Solidario;-;4829;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;USD;24;24;24;24;6.50;0.00;0.00;5.53;0.00;0.00;5.53;0.00;0.00;5.53;0.00;0.00;Direct;25-12-10;25-03-11;06-02-11;06-05-11;07-04-11;06-07-11;27-05-11;27-05-11;27-05-13;BULLET;Floating;0;;75.00;New;;;;NO HEDGE - USD Libor;;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;Bank;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42642;rA;Global;155;Matured;Banco Solidario;-;4829;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;USD;36;36;36;36;5.35;0.00;0.00;5.66;0.00;0.00;5.35;0.00;0.00;5.66;0.00;0.00;Direct;15-03-13;13-06-13;23-03-13;23-06-13;22-05-13;20-08-13;22-07-13;22-07-13;22-07-16;BULLET;Floating;0;;75.00;Add.Exp.;;;;NO HEDGE - USD Libor;Approved with CAR 12%;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;Bank;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42643;rA;Global;128126;Matured;Banco Solidario;-;4829;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;USD;36;36;36;36;5.65;1.00;0.00;5.42;1.00;0.00;5.25;1.00;0.00;5.42;1.00;0.00;Direct;04-12-15;03-03-16;30-01-16;30-04-16;30-03-16;28-06-16;24-06-16;24-06-16;24-06-19;BULLET;Floating;0;;75.00;Renewal;;;;NO HEDGE - USD Libor;;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;24-06-19;nawel.octave;Bank;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42644;rA;Global;127116;Matured;Banco Solidario;-;4829;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;USD;36;36;36;36;5.25;1.00;0.00;5.29;1.00;0.00;5.25;1.00;0.00;5.29;1.00;0.00;Direct;22-01-16;21-04-16;30-01-16;30-04-16;30-03-16;28-06-16;27-05-16;27-05-16;28-05-19;BULLET;Floating;0;;80.00;Renewal;;;;NO HEDGE - USD Libor;;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;13-06-19;nawel.octave;Bank;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42645;rA;Global;129852;Matured;Banco Solidario;-;4829;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;3500000.0000000000000;USD;36;36;36;36;5.65;1.00;0.00;5.42;1.00;0.00;5.25;1.00;0.00;5.42;1.00;0.00;Direct;01-02-16;01-05-16;30-01-16;30-04-16;30-03-16;28-06-16;22-07-16;22-07-16;22-07-19;BULLET;Floating;0;;75.00;Renewal;;;;NO HEDGE - USD Libor;;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;29-07-19;nawel.octave;Bank;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42651;rA;Global;166;Matured;Bank Constanta;-;4835;3000000.0000000000000;3000000.0000000000000;3000000.0000000000000;3000000.0000000000000;3000000.0000000000000;3000000.0000000000000;3000000.0000000000000;3000000.0000000000000;USD;36;36;36;36;6.00;0.00;0.00;6.32;0.00;0.00;6.00;0.00;0.00;6.32;0.00;0.00;Direct;15-06-11;13-09-11;23-04-11;23-07-11;22-06-11;20-09-11;05-07-11;05-07-11;07-07-14;BULLET;Floating;0;;75.00;New;;;;NO HEDGE - USD Libor;;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42655;rA;Global;163;Matured;Bank Constanta;-;4835;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;USD;36;36;36;36;6.25;0.00;0.00;6.92;0.00;0.00;6.25;0.00;0.00;6.92;0.00;0.00;Direct;20-05-12;18-08-12;28-05-12;28-08-12;27-07-12;25-10-12;25-10-12;25-10-12;14-11-14;BULLET;Floating;0;;75.00;Add.Exp.;;;;NO HEDGE - USD Libor;;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42657;rA;Global;114676;Matured;Bank of Asia;-;4836;1000000.0000000000000;1000000.0000000000000;1000000.0000000000000;1000000.0000000000000;1000000.0000000000000;1000000.0000000000000;1000000.0000000000000;1000000.0000000000000;USD;22;22;22;22;6.50;1.00;0.00;6.84;1.00;0.00;6.50;1.00;0.00;6.84;1.00;0.00;Direct;23-09-14;22-12-14;18-10-14;18-01-15;17-12-14;17-03-15;17-02-15;17-02-15;19-12-16;BULLET;Floating;0;;75.00;Add.Exp.;;;;NO HEDGE - USD Libor;;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42672;BO;Global;150633;Matured;Bayport Tanzania;Bayport Financial services;4846;4923486.3600000000000;4923486.3600000000000;4923486.3600000000000;4923486.3600000000000;11122158690.5667000000000;11122158690.5667000000000;11122158690.5667000000000;11122158690.5667000000000;TZS;36;36;36;36;7.00;1.00;18.50;7.00;1.00;18.50;7.00;1.00;18.50;9.60;1.00;18.50;Direct;15-05-17;13-08-17;02-07-17;02-10-17;31-08-17;29-11-17;28-02-18;28-02-18;26-02-21;BULLET;Fixed;0;;50.00;New;;;;USD-TZS Cross Currency Swap;;2259.00061000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;03-09-19;nawel.octave;Payroll Lending;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42675;rA;Global;184;Matured;Belarusian Bank for Small Business;-;4848;2500000.0000000000000;2500000.0000000000000;2500000.0000000000000;2500000.0000000000000;2500000.0000000000000;2500000.0000000000000;2500000.0000000000000;2500000.0000000000000;USD;36;36;36;36;7.00;0.00;0.00;7.00;0.00;0.00;7.00;0.00;0.00;7.00;0.00;0.00;Direct;01-02-12;01-05-12;28-01-12;28-04-12;28-03-12;26-06-12;12-10-12;12-10-12;30-09-14;BULLET;Floating;0;;75.00;New;;;;NO HEDGE - USD Libor;;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;Bank;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42676;BO;Global;117619;Matured;Belarusky Narodny Bank;-;4849;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;USD;36;36;36;36;5.95;1.00;0.00;5.00;1.00;0.00;5.95;1.00;0.00;5.00;1.00;0.00;Direct;05-12-14;05-03-15;26-01-15;26-04-15;27-03-15;25-06-15;29-05-15;29-05-15;29-05-18;BULLET;Floating;0;;75.00;New;;;;NO HEDGE - USD Libor;;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;Bank;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42677;BO;Global;122930;Matured;Belarusky Narodny Bank;-;4849;3000000.0000000000000;3000000.0000000000000;3000000.0000000000000;3000000.0000000000000;3000000.0000000000000;3000000.0000000000000;3000000.0000000000000;3000000.0000000000000;USD;36;36;36;36;5.95;1.00;0.00;5.00;1.00;0.00;5.95;1.00;0.00;5.00;1.00;0.00;Direct;09-11-15;07-02-16;18-09-15;18-12-15;17-11-15;15-02-16;15-12-15;15-12-15;15-12-18;BULLET;Floating;0;;75.00;Add.Exp.;;;;NO HEDGE - USD Libor;;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;18-12-18;nawel.octave;Bank;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42679;BO;Global;120326;Matured;Bimputh Finance PLC;-;4851;1500000.0000000000000;1500000.0000000000000;1500000.0000000000000;1500000.0000000000000;1500000.0000000000000;1500000.0000000000000;1500000.0000000000000;1500000.0000000000000;USD;24;24;24;24;6.50;1.00;0.00;7.38;1.00;0.00;6.50;1.00;0.00;7.38;1.00;0.00;Direct;12-03-15;10-06-15;27-02-15;27-05-15;28-04-15;27-07-15;15-07-15;15-07-15;17-07-17;BULLET;Floating;0;;75.00;New;;;;NO HEDGE - USD Libor;;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42680;BO;Global;141592;Matured;Bimputh Finance PLC;-;4851;750000.0000000000000;750000.0000000000000;750000.0000000000000;750000.0000000000000;750000.0000000000000;750000.0000000000000;750000.0000000000000;750000.0000000000000;USD;24;24;24;24;6.20;0.00;8.32;6.57;0.00;8.32;6.20;0.00;8.32;6.57;0.00;8.32;Direct;30-06-17;28-09-17;04-05-17;04-08-17;03-07-17;01-10-17;17-07-17;17-07-17;15-07-19;BULLET;Fixed;0;;75.00;Renewal;;;;Fixed hedged to LIBOR;;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;29-07-19;nawel.octave;;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42688;IN;Global;193;Matured;Caja Municipal de Ahorro y credito de Arequipa S-A  ;-;4857;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;12762440.0000000000000;12762440.0000000000000;12762440.0000000000000;12762440.0000000000000;PEN;42;42;42;42;4.50;0.00;0.00;4.50;0.00;0.00;4.50;4.50;0.00;4.50;0.00;0.00;Direct;05-07-12;03-10-12;19-07-12;19-10-12;17-09-12;16-12-12;28-12-12;28-12-12;28-06-16;BULLET;Floating;0;;50.00;New;;;;Cross CCY Swap;;2.55248800000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42692;IN;Global;138668;Matured;Caja Rural de Ahorro y Credito Crédinka S.A.  ;-;4860;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;USD;36;36;36;36;4.00;0.50;5.93;4.00;0.50;5.93;4.00;0.50;5.93;4.00;0.50;5.93;Direct;13-03-17;11-06-17;26-01-17;26-04-17;27-03-17;25-06-17;09-06-17;09-06-17;09-06-20;BULLET;Fixed;0;;75.00;Renewal;;;;Fixed hedged to LIBOR;subject to Portfolio quality at time of disb. due to critical sit in Peru;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42693;IN;Global;137416;Matured;Caja Rural de Ahorro y Credito Crédinka S.A.  ;-;4860;1000000.0000000000000;1000000.0000000000000;1000000.0000000000000;1000000.0000000000000;1000000.0000000000000;1000000.0000000000000;1000000.0000000000000;1000000.0000000000000;USD;36;36;36;36;4.00;0.50;5.97;4.00;0.50;5.97;4.00;0.50;5.97;4.00;0.50;5.97;Direct;13-03-17;11-06-17;26-01-17;26-04-17;27-03-17;25-06-17;05-05-17;05-05-17;05-11-19;BULLET;Fixed;0;;75.00;Renewal;;;;Fixed hedged to LIBOR;subject to Portfolio quality at time of disb. due to critical sit in Peru;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;08-11-19;nawel.octave;MFI;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42694;IN;Global;142198;Matured;Caja Rural de Ahorro y Credito Crédinka S.A.  ;-;4860;4000000.0000000000000;4000000.0000000000000;4000000.0000000000000;4000000.0000000000000;4000000.0000000000000;4000000.0000000000000;4000000.0000000000000;4000000.0000000000000;USD;36;36;36;36;4.00;0.50;5.87;4.00;0.50;5.87;4.00;0.50;5.87;4.00;0.50;5.87;Direct;13-03-17;11-06-17;23-03-17;23-06-17;22-05-17;20-08-17;31-07-17;31-07-17;31-07-20;BULLET;Fixed;0;;75.00;Add.Exp.;;;;Fixed hedged to LIBOR;subject to Portfolio quality at time of disb. due to critical sit in Peru;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42695;IN;Global;137417;Matured;Caja Rural de Ahorro y Credito Crédinka S.A.  ;-;4860;1000000.0000000000000;1000000.0000000000000;1000000.0000000000000;1000000.0000000000000;1000000.0000000000000;1000000.0000000000000;1000000.0000000000000;1000000.0000000000000;USD;36;36;36;36;4.00;0.50;5.97;4.00;0.50;5.97;4.00;0.50;5.97;4.00;0.50;5.97;Direct;13-03-17;11-06-17;26-01-17;26-04-17;27-03-17;25-06-17;05-05-17;05-05-17;05-05-20;BULLET;Fixed;0;;75.00;Renewal;;;;Fixed hedged to LIBOR;subject to Portfolio quality at time of disb. due to critical sit in Peru;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;11-05-20;nawel.octave;;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42916;IN;Global;366;Matured;Financiera Proempresa S.A.;-;4953;2500000.0000000000000;2500000.0000000000000;2500000.0000000000000;2500000.0000000000000;2500000.0000000000000;2500000.0000000000000;2500000.0000000000000;2500000.0000000000000;USD;42;42;42;42;5.75;1.00;0.00;5.75;1.00;0.00;5.75;1.00;0.00;5.75;1.00;0.00;Direct;17-05-13;15-08-13;25-05-13;25-08-13;24-07-13;22-10-13;26-08-13;26-08-13;26-02-17;BULLET;Floating;0;;75.00;Add.Exp.;;;;NO HEDGE - USD Libor;;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42918;IN;Global;365;Matured;Financiera Proempresa S.A.;-;4953;2500000.0000000000000;2500000.0000000000000;2500000.0000000000000;2500000.0000000000000;6955032.5000000000000;6955032.5000000000000;6955032.5000000000000;6955032.5000000000000;PEN;42;42;42;42;5.50;1.00;0.00;5.75;1.00;0.00;5.75;1.00;0.00;5.75;1.00;0.00;Direct;10-10-12;08-01-13;03-12-12;03-03-13;01-02-13;02-05-13;26-04-13;26-04-13;26-10-16;BULLET;Floating;0;;50.00;New;;;;Cross CCY Swap;;2.78201300000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42922;BO;Global;112907;Matured;Finca Armenia;Finca;4956;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;USD;36;36;36;36;5.00;1.00;0.00;5.30;1.00;0.00;5.00;1.00;0.00;5.30;1.00;0.00;Direct;16-08-14;14-11-14;24-08-14;24-11-14;23-10-14;21-01-15;12-12-14;12-12-14;12-12-17;BULLET;Floating;0;;75.00;Renewal;;;;NO HEDGE - USD Libor;;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42923;BO;Global;127305;Matured;Finca Armenia;Finca;4956;2500000.0000000000000;2500000.0000000000000;2500000.0000000000000;2500000.0000000000000;2500000.0000000000000;2500000.0000000000000;2500000.0000000000000;2500000.0000000000000;USD;36;36;36;36;4.90;1.00;0.00;5.00;1.00;0.00;4.90;1.00;0.00;5.00;1.00;0.00;Direct;14-02-16;14-05-16;22-02-16;22-05-16;22-04-16;21-07-16;27-05-16;27-05-16;29-05-19;BULLET;Floating;0;;75.00;Add.Exp.;;;;NO HEDGE - USD Libor;;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;24-06-19;nawel.octave;;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42924;BO;Global;373;Matured;Finca Armenia;Finca;4956;3000000.0000000000000;3000000.0000000000000;3000000.0000000000000;3000000.0000000000000;1250849061.0000000000000;1250849061.0000000000000;1250849061.0000000000000;1250849061.0000000000000;AMD;12;12;12;12;4.00;0.00;0.00;4.00;0.00;0.00;4.00;5.06;0.00;5.06;0.00;0.00;Direct;15-12-11;14-03-12;23-12-11;23-03-12;21-02-12;21-05-12;19-03-12;19-03-12;19-03-13;BULLET;Floating;0;;50.00;New;;;;Cross CCY Swap;;416.94968700000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42927;BO;Global;372;Matured;Finca Armenia;Finca;4956;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;2000000.0000000000000;USD;36;36;36;36;4.00;0.00;0.00;4.61;0.00;0.00;4.50;0.00;0.00;4.61;0.00;0.00;Direct;15-09-11;14-12-11;17-07-11;17-10-11;15-09-11;14-12-11;31-10-11;31-10-11;31-10-14;BULLET;Floating;0;;75.00;New;;;;NO HEDGE - USD Libor;;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42928;BO;Global;374;Matured;Finca Armenia;Finca;4956;3000000.0000000000000;3000000.0000000000000;3000000.0000000000000;3000000.0000000000000;3000000.0000000000000;3000000.0000000000000;3000000.0000000000000;3000000.0000000000000;USD;12;12;12;12;4.50;0.00;0.00;5.57;0.00;0.00;4.50;0.00;0.00;5.57;0.00;0.00;Direct;13-12-12;13-03-13;21-12-12;21-03-13;19-02-13;20-05-13;19-03-13;19-03-13;19-03-14;BULLET;Floating;0;;75.00;Renewal;;;;NO HEDGE - USD Libor;Repricing of loan matured in March 2013;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42929;rA;Global;377;Matured;Finca Azerbaijan;Finca;4957;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;6377400.0000000000000;6377400.0000000000000;6377400.0000000000000;6377400.0000000000000;AZN;36;36;36;36;4.25;0.00;0.00;4.50;0.00;0.00;4.50;5.38;0.00;5.38;0.00;0.00;Direct;11-07-12;09-10-12;19-07-12;19-10-12;17-09-12;16-12-12;22-10-12;22-10-12;22-10-15;BULLET;Floating;0;;50.00;Renewal;;;;Cross CCY Swap;;1.27548000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42931;rA;Global;141778;Matured;Finca Azerbaijan;Finca;4957;10000000.0000000000000;10000000.0000000000000;10000000.0000000000000;10000000.0000000000000;10000000.0000000000000;10000000.0000000000000;10000000.0000000000000;10000000.0000000000000;USD;36;36;36;36;4.75;1.00;0.00;4.75;1.00;4.75;4.75;1.00;0.00;4.75;1.00;4.75;Direct;18-01-14;18-04-14;26-01-14;26-04-14;27-03-14;25-06-14;22-05-17;22-05-17;15-01-20;BULLET;Fixed;0;;75.00;Add.Exp.;;;;Fixed hedged to LIBOR;;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;12-11-18;guillaume.marois;;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42932;rA;Global;379;Matured;Finca Azerbaijan;Finca;4957;7500000.0000000000000;7500000.0000000000000;7500000.0000000000000;7500000.0000000000000;7500000.0000000000000;7500000.0000000000000;7500000.0000000000000;7500000.0000000000000;USD;36;36;36;36;4.50;0.00;0.00;4.87;0.00;0.00;4.50;0.00;0.00;4.87;0.00;0.00;Direct;20-01-12;19-04-12;28-01-12;28-04-12;28-03-12;26-06-12;07-05-12;07-05-12;07-05-15;BULLET;Floating;0;;75.00;New;;;;NO HEDGE - USD Libor;;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42933;rA;Global;138819;Matured;Finca Azerbaijan;Finca;4957;5700000.0000000000000;5700000.0000000000000;5700000.0000000000000;5700000.0000000000000;10269729.9000000000000;10269729.9000000000000;10269729.9000000000000;10269729.9000000000000;AZN;36;36;36;36;4.50;1.00;0.00;5.00;1.00;5.00;5.00;1.00;0.00;5.00;1.00;5.00;Direct;18-01-15;18-04-15;26-01-15;26-04-15;27-03-15;25-06-15;30-12-16;30-12-16;15-01-20;BULLET;Fixed;0;;50.00;Add.Exp.;;;;Fixed hedged to LIBOR;641805.82234;1.80170700000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;12-11-18;guillaume.marois;;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;42934;rA;Global;375;Matured;Finca Azerbaijan;Finca;4957;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;5000000.0000000000000;USD;24;24;24;24;6.00;0.00;0.00;6.00;0.00;0.00;6.00;0.00;0.00;6.00;0.00;0.00;Direct;08-03-09;06-06-09;16-03-09;16-06-09;15-05-09;13-08-09;15-05-09;15-05-09;15-05-11;BULLET;Floating;0;;75.00;New;;;;NO HEDGE - USD Libor;;1.00000000000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
;43218;BO;Global;118444;Matured;LAPO MICROFINANCE BANK LIMITED;-;5043;3969849.2500000000000;3969849.2500000000000;3969849.2500000000000;3969849.2500000000000;789603051.5536430000000;789603051.5536430000000;789603051.5536430000000;789603051.5536430000000;NGN;36;36;36;36;4.00;1.00;0.00;4.00;1.00;0.00;4.00;1.00;0.00;4.00;1.00;0.00;Direct;24-09-14;23-12-14;02-10-14;02-01-15;01-12-14;01-03-15;26-06-15;26-06-15;18-06-18;BULLET;Floating;0;;50.00;Add.Exp.;;;;Cross CCY Swap;;198.90000900000000000000000;;FALSE;FALSE;FALSE;08-10-18;guillaume.marois;;;;;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;
